drug_name,target
fenoprofen,Prostaglandin G/H synthase 1 inhibitor
fenoprofen,Peroxisome proliferator-activated receptor alpha inhibitor
fenoprofen,Peroxisome proliferator-activated receptor gamma inhibitor
clonidine,Alpha-2A adrenergic receptor agonist
clonidine,Alpha-2B adrenergic receptor agonist
clonidine,Alpha-2C adrenergic receptor agonist
clonidine,Alpha-1A adrenergic receptor agonist
clonidine,Alpha-1B adrenergic receptor agonist
clonidine,Alpha-1D adrenergic receptor agonist
valdecoxib,Prostaglandin G/H synthase 2 inhibitor
valdecoxib,Carbonic anhydrase 2 inhibitor
valdecoxib,Carbonic anhydrase 3 inhibitor
nizatidine,Histamine H2 receptor antagonist
diclofenac,Prostaglandin G/H synthase 2 inhibitor
diclofenac,Prostaglandin G/H synthase 1 inhibitor
lisuride,Dopamine D2 receptor agonist
lisuride,Dopamine D2 receptor antagonist
lisuride,Dopamine D2 receptor other/unknown
lisuride,Dopamine D3 receptor agonist
lisuride,Dopamine D3 receptor antagonist
lisuride,Dopamine D4 receptor agonist
lisuride,Dopamine D4 receptor antagonist
lisuride,Dopamine D1 receptor agonist
lisuride,Dopamine D1 receptor antagonist
lisuride,Dopamine D5 receptor agonist
lisuride,Dopamine D5 receptor antagonist
lisuride,5-hydroxytryptamine receptor 1A agonist
lisuride,5-hydroxytryptamine receptor 1A antagonist
lisuride,5-hydroxytryptamine receptor 1A other/unknown
lisuride,5-hydroxytryptamine receptor 1D agonist
lisuride,5-hydroxytryptamine receptor 1D antagonist
lisuride,5-hydroxytryptamine receptor 2B agonist
lisuride,5-hydroxytryptamine receptor 2B antagonist
lisuride,5-hydroxytryptamine receptor 2A agonist
lisuride,5-hydroxytryptamine receptor 2A antagonist
lisuride,5-hydroxytryptamine receptor 2A other/unknown
lisuride,5-hydroxytryptamine receptor 2C agonist
lisuride,5-hydroxytryptamine receptor 2C antagonist
lisuride,5-hydroxytryptamine receptor 1B agonist
lisuride,5-hydroxytryptamine receptor 1B antagonist
lisuride,Alpha-2A adrenergic receptor agonist
lisuride,Alpha-2A adrenergic receptor antagonist
lisuride,Alpha-2B adrenergic receptor agonist
lisuride,Alpha-2B adrenergic receptor antagonist
lisuride,Alpha-2C adrenergic receptor agonist
lisuride,Alpha-2C adrenergic receptor antagonist
lisuride,5-hydroxytryptamine receptor 7 agonist
lisuride,5-hydroxytryptamine receptor 7 antagonist
doxazosin,Alpha-1A adrenergic receptor antagonist
doxazosin,Alpha-1A adrenergic receptor inhibitor
doxazosin,Alpha-1D adrenergic receptor antagonist
doxazosin,Alpha-1D adrenergic receptor inhibitor
doxazosin,Alpha-1B adrenergic receptor antagonist
doxazosin,Alpha-1B adrenergic receptor inhibitor
labetalol,Beta-1 adrenergic receptor antagonist
labetalol,Beta-2 adrenergic receptor antagonist
labetalol,Alpha-1 adrenergic receptors antagonist
sulindac,Prostaglandin G/H synthase 2 inhibitor
sulindac,Prostaglandin G/H synthase 1 inhibitor
butorphanol,Kappa-type opioid receptor agonist
butorphanol,Kappa-type opioid receptor antagonist
butorphanol,Delta-type opioid receptor agonist
butorphanol,Delta-type opioid receptor antagonist
butorphanol,Mu-type opioid receptor agonist
butorphanol,Mu-type opioid receptor antagonist
bisoprolol,Beta-1 adrenergic receptor antagonist
bisoprolol,Beta-2 adrenergic receptor antagonist
imatinib,Mast/stem cell growth factor receptor Kit inhibitor
imatinib,Tyrosine-protein kinase ABL1 inhibitor
imatinib,Platelet-derived growth factor receptor beta inhibitor
triamcinolone,Glucocorticoid receptor agonist
nicardipine,Voltage-dependent L-type calcium channel subunit alpha-1C inhibitor
nicardipine,Voltage-dependent L-type calcium channel subunit beta-2 inhibitor
nicardipine,Voltage-dependent calcium channel subunit alpha-2/delta-1 inhibitor
nicardipine,Voltage-dependent L-type calcium channel subunit alpha-1D inhibitor
nicardipine,Alpha-1A adrenergic receptor inhibitor
nicardipine,Alpha-1A adrenergic receptor antagonist
nicardipine,Alpha-1B adrenergic receptor inhibitor
nicardipine,Alpha-1B adrenergic receptor antagonist
nicardipine,Alpha-1D adrenergic receptor inhibitor
nicardipine,Alpha-1D adrenergic receptor antagonist
nicardipine,Muscarinic acetylcholine receptor M1 inhibitor
nicardipine,Muscarinic acetylcholine receptor M1 antagonist
nicardipine,Muscarinic acetylcholine receptor M2 inhibitor
nicardipine,Muscarinic acetylcholine receptor M2 antagonist
nicardipine,Muscarinic acetylcholine receptor M3 inhibitor
nicardipine,Muscarinic acetylcholine receptor M3 antagonist
nicardipine,Muscarinic acetylcholine receptor M4 inhibitor
nicardipine,Muscarinic acetylcholine receptor M4 antagonist
nicardipine,Muscarinic acetylcholine receptor M5 inhibitor
nicardipine,Muscarinic acetylcholine receptor M5 antagonist
nicardipine,Calmodulin inhibitor
nicardipine,Calmodulin antagonist
fluphenazine,Dopamine D2 receptor antagonist
fluphenazine,Dopamine D2 receptor inhibitor
fluphenazine,Dopamine D1 receptor antagonist
fluphenazine,Dopamine D1 receptor inhibitor
fluphenazine,Calmodulin antagonist
fluphenazine,Calmodulin inhibitor
fluphenazine,Androgen receptor antagonist
fluphenazine,Androgen receptor inhibitor
fluphenazine,5-hydroxytryptamine receptor 2A antagonist
fluphenazine,5-hydroxytryptamine receptor 2A inhibitor
fluphenazine,5-hydroxytryptamine receptor 2C antagonist
fluphenazine,5-hydroxytryptamine receptor 2C inhibitor
testosterone,Androgen receptor agonist
testosterone,Androgen receptor inhibitor
testosterone,Estrogen receptor alpha agonist
testosterone,Estrogen receptor alpha inhibitor
efavirenz,Reverse transcriptase/RNaseH inhibitor
clofarabine,DNA inhibitor
dexmedetomidine,Alpha-2A adrenergic receptor agonist
prednisone,Glucocorticoid receptor agonist
pemetrexed,Thymidylate synthase inhibitor
dyphylline,Adenosine receptor A1 inhibitor
dyphylline,Adenosine receptor A1 antagonist
pentazocine,Mu-type opioid receptor antagonist
pentazocine,Mu-type opioid receptor agonist
pentazocine,Kappa-type opioid receptor antagonist
pentazocine,Kappa-type opioid receptor agonist
estrone,Estrogen receptor alpha agonist
estrone,Estrogen receptor beta agonist
estrone,Androgen receptor agonist
trazodone,5-hydroxytryptamine receptor 2A antagonist
trazodone,5-hydroxytryptamine receptor 2A agonist
trazodone,5-hydroxytryptamine receptor 2A inhibitor
trazodone,5-hydroxytryptamine receptor 2C antagonist
trazodone,5-hydroxytryptamine receptor 2C agonist
trazodone,5-hydroxytryptamine receptor 2C inhibitor
trazodone,Sodium-dependent serotonin transporter antagonist
trazodone,Sodium-dependent serotonin transporter agonist
trazodone,Sodium-dependent serotonin transporter inhibitor
trazodone,5-hydroxytryptamine receptor 1A antagonist
trazodone,5-hydroxytryptamine receptor 1A agonist
trazodone,5-hydroxytryptamine receptor 1A inhibitor
trazodone,5-hydroxytryptamine receptor 1A partial agonist
trazodone,Histamine H1 receptor antagonist
trazodone,Histamine H1 receptor agonist
trazodone,Histamine H1 receptor inhibitor
trazodone,Alpha-1A adrenergic receptor antagonist
trazodone,Alpha-1A adrenergic receptor agonist
trazodone,Alpha-1A adrenergic receptor inhibitor
trazodone,Alpha-2A adrenergic receptor antagonist
trazodone,Alpha-2A adrenergic receptor agonist
trazodone,Alpha-2A adrenergic receptor inhibitor
verapamil,Voltage-dependent L-type calcium channel subunit alpha-1C inhibitor
verapamil,Potassium voltage-gated channel subfamily H member 2 inhibitor
verapamil,Potassium voltage-gated channel subfamily H member 2 antagonist
verapamil,Sodium-dependent serotonin transporter inhibitor
verapamil,Sodium-dependent serotonin transporter antagonist
verapamil,Alpha-1A adrenergic receptor inhibitor
verapamil,Alpha-1A adrenergic receptor antagonist
verapamil,Alpha-1B adrenergic receptor inhibitor
verapamil,Alpha-1B adrenergic receptor antagonist
verapamil,Alpha-1D adrenergic receptor inhibitor
verapamil,Alpha-1D adrenergic receptor antagonist
nilutamide,Androgen receptor antagonist
epinephrine,Alpha-1A adrenergic receptor agonist
epinephrine,Alpha-1A adrenergic receptor antagonist
epinephrine,Alpha-1B adrenergic receptor agonist
epinephrine,Alpha-1B adrenergic receptor antagonist
epinephrine,Beta-1 adrenergic receptor agonist
epinephrine,Beta-1 adrenergic receptor antagonist
epinephrine,Beta-2 adrenergic receptor agonist
epinephrine,Beta-2 adrenergic receptor antagonist
epinephrine,Alpha-2A adrenergic receptor agonist
epinephrine,Alpha-2A adrenergic receptor antagonist
epinephrine,Alpha-2B adrenergic receptor agonist
epinephrine,Alpha-2B adrenergic receptor antagonist
epinephrine,Alpha-1D adrenergic receptor agonist
epinephrine,Alpha-1D adrenergic receptor antagonist
sumatriptan,5-hydroxytryptamine receptor 1D agonist
sumatriptan,5-hydroxytryptamine receptor 1B agonist
sumatriptan,5-hydroxytryptamine receptor 1F agonist
sumatriptan,5-hydroxytryptamine receptor 1A agonist
galantamine,Acetylcholinesterase inhibitor
galantamine,Cholinesterase inhibitor
tamoxifen,Estrogen receptor alpha antagonist
tamoxifen,Estrogen receptor alpha agonist
tamoxifen,Estrogen receptor alpha inhibitor
tamoxifen,Estrogen receptor beta agonist
tamoxifen,Androgen receptor antagonist
tamoxifen,Androgen receptor agonist
tamoxifen,Androgen receptor inhibitor
tamoxifen,Potassium voltage-gated channel subfamily H member 2 antagonist
tamoxifen,Potassium voltage-gated channel subfamily H member 2 inhibitor
tamoxifen,Nuclear receptor subfamily 1 group I member 2 agonist
tamoxifen,Nuclear receptor subfamily 1 group I member 2 inhibitor
losartan,Type-1 angiotensin II receptor antagonist
thioridazine,Dopamine D2 receptor antagonist
thioridazine,Dopamine D2 receptor inhibitor
thioridazine,Dopamine D1 receptor antagonist
thioridazine,Dopamine D1 receptor inhibitor
thioridazine,Alpha-1A adrenergic receptor antagonist
thioridazine,Alpha-1A adrenergic receptor inhibitor
thioridazine,Alpha-1B adrenergic receptor antagonist
thioridazine,Alpha-1B adrenergic receptor inhibitor
thioridazine,5-hydroxytryptamine receptor 2A antagonist
thioridazine,5-hydroxytryptamine receptor 2A inhibitor
thioridazine,Potassium voltage-gated channel subfamily H member 2 antagonist
thioridazine,Potassium voltage-gated channel subfamily H member 2 inhibitor
midazolam,GABA(A) Receptor ligand
midazolam,GABA(A) Receptor Benzodiazepine Binding Site ligand
trovafloxacin,DNA gyrase subunit A inhibitor
trovafloxacin,DNA topoisomerase 4 subunit A inhibitor
trovafloxacin,DNA topoisomerase 2-alpha inhibitor
fludrocortisone,Glucocorticoid receptor agonist
phentolamine,Alpha-2A adrenergic receptor antagonist
phentolamine,Alpha-1A adrenergic receptor antagonist
phentolamine,Alpha-1B adrenergic receptor antagonist
phentolamine,Alpha-1D adrenergic receptor antagonist
ergotamine,5-hydroxytryptamine receptor 1D agonist
ergotamine,5-hydroxytryptamine receptor 1B agonist
ergotamine,5-hydroxytryptamine receptor 2A agonist
ergotamine,Dopamine D2 receptor agonist
ergotamine,Alpha-1A adrenergic receptor agonist
ergotamine,Alpha-1B adrenergic receptor agonist
ergotamine,Alpha-1D adrenergic receptor agonist
ergotamine,Alpha-2A adrenergic receptor agonist
ergotamine,D(1) dopamine receptor agonist
ergotamine,5-hydroxytryptamine receptor 1A agonist
ergotamine,5-hydroxytryptamine receptor 1A partial agonist
ergotamine,5-hydroxytryptamine receptor 1F agonist
ergotamine,5-hydroxytryptamine receptor 2C agonist
ergotamine,5-hydroxytryptamine receptor 2B agonist
ergotamine,Alpha-2C adrenergic receptor agonist
tizanidine,Alpha-2 adrenergic receptors agonist
tizanidine,Alpha-1 adrenergic receptors agonist
amprenavir,Human immunodeficiency virus type 1 protease inhibitor
naltrexone,Delta-type opioid receptor antagonist
naltrexone,Mu-type opioid receptor antagonist
naltrexone,Kappa-type opioid receptor antagonist
delavirdine,Reverse transcriptase/RNaseH inhibitor
tamsulosin,Alpha-1A adrenergic receptor antagonist
tamsulosin,Alpha-1D adrenergic receptor antagonist
tamsulosin,Alpha-1B adrenergic receptor antagonist
sufentanil,Mu-type opioid receptor agonist
sufentanil,Delta-type opioid receptor agonist
sufentanil,Kappa-type opioid receptor agonist
lamivudine,Reverse transcriptase/RNaseH inhibitor
lamivudine,DNA inhibitor
flurbiprofen,Prostaglandin G/H synthase 1 inhibitor
flurbiprofen,Prostaglandin G/H synthase 2 inhibitor
apomorphine,Dopamine D4 receptor agonist
apomorphine,Dopamine D2 receptor agonist
apomorphine,Dopamine D3 receptor agonist
apomorphine,Dopamine D5 receptor agonist
apomorphine,Dopamine D1 receptor agonist
apomorphine,Alpha-2C adrenergic receptor agonist
apomorphine,Alpha-2B adrenergic receptor agonist
apomorphine,5-hydroxytryptamine receptor 1A agonist
apomorphine,5-hydroxytryptamine receptor 2A agonist
apomorphine,5-hydroxytryptamine receptor 2B agonist
apomorphine,5-hydroxytryptamine receptor 2C agonist
apomorphine,Alpha-2A adrenergic receptor agonist
apomorphine,5-hydroxytryptamine receptor 1D agonist
apomorphine,5-hydroxytryptamine receptor 1B agonist
paroxetine,Sodium-dependent serotonin transporter inhibitor
paroxetine,Sodium-dependent serotonin transporter agonist
paroxetine,Sodium-dependent serotonin transporter binder
paroxetine,Sodium-dependent noradrenaline transporter inhibitor
paroxetine,Sodium-dependent noradrenaline transporter agonist
paroxetine,Sodium-dependent noradrenaline transporter binder
paroxetine,5-hydroxytryptamine receptor 2A inhibitor
paroxetine,5-hydroxytryptamine receptor 2A agonist
paroxetine,5-hydroxytryptamine receptor 2A binder
paroxetine,5-hydroxytryptamine receptor 2A other/unknown
paroxetine,Alpha-1 adrenergic receptors inhibitor
paroxetine,Alpha-1 adrenergic receptors agonist
paroxetine,Alpha-1 adrenergic receptors binder
paroxetine,Alpha-2 adrenergic receptors inhibitor
paroxetine,Alpha-2 adrenergic receptors agonist
paroxetine,Alpha-2 adrenergic receptors binder
paroxetine,Beta adrenergic receptor inhibitor
paroxetine,Dopamine D2 receptor inhibitor
paroxetine,Dopamine D2 receptor agonist
paroxetine,Dopamine D2 receptor binder
paroxetine,Dopamine D2 receptor other/unknown
paroxetine,Histamine H1 receptor inhibitor
paroxetine,Histamine H1 receptor agonist
paroxetine,Histamine H1 receptor binder
paroxetine,Muscarinic acetylcholine receptor inhibitor
paroxetine,Muscarinic acetylcholine receptor binder
paroxetine,5-hydroxytryptamine receptor 2B inhibitor
paroxetine,5-hydroxytryptamine receptor 2B agonist
paroxetine,5-hydroxytryptamine receptor 2B binder
paroxetine,D(1) dopamine receptor inhibitor
paroxetine,D(1) dopamine receptor agonist
paroxetine,D(1) dopamine receptor binder
norethisterone,Androgen receptor agonist
norethisterone,Glucocorticoid receptor agonist
procaine,Sodium channel protein type 10 subunit alpha inhibitor
procaine,5-hydroxytryptamine receptor 3A inhibitor
procaine,5-hydroxytryptamine receptor 3A antagonist
procaine,Sodium-dependent dopamine transporter inhibitor
procaine,Sodium-dependent dopamine transporter antagonist
procaine,Neuronal acetylcholine receptor subunit alpha-2 antagonist
lisinopril,Angiotensin-converting enzyme inhibitor
trimipramine,Sodium-dependent serotonin transporter inhibitor
trimipramine,Sodium-dependent serotonin transporter agonist
trimipramine,Sodium-dependent serotonin transporter antagonist
trimipramine,Sodium-dependent serotonin transporter binder
trimipramine,Sodium-dependent noradrenaline transporter inhibitor
trimipramine,Sodium-dependent noradrenaline transporter agonist
trimipramine,Sodium-dependent noradrenaline transporter antagonist
trimipramine,Sodium-dependent noradrenaline transporter binder
trimipramine,Sodium-dependent dopamine transporter inhibitor
trimipramine,Sodium-dependent dopamine transporter agonist
trimipramine,Sodium-dependent dopamine transporter antagonist
trimipramine,Sodium-dependent dopamine transporter binder
trimipramine,5-hydroxytryptamine receptor 2A inhibitor
trimipramine,5-hydroxytryptamine receptor 2A agonist
trimipramine,5-hydroxytryptamine receptor 2A antagonist
trimipramine,5-hydroxytryptamine receptor 2A other/unknown
trimipramine,5-hydroxytryptamine receptor 2A binder
trimipramine,5-hydroxytryptamine receptor 1A inhibitor
trimipramine,5-hydroxytryptamine receptor 1A agonist
trimipramine,5-hydroxytryptamine receptor 1A antagonist
trimipramine,5-hydroxytryptamine receptor 1A other/unknown
trimipramine,5-hydroxytryptamine receptor 1A binder
trimipramine,Alpha-1A adrenergic receptor inhibitor
trimipramine,Alpha-1A adrenergic receptor agonist
trimipramine,Alpha-1A adrenergic receptor antagonist
trimipramine,Alpha-1A adrenergic receptor binder
trimipramine,Alpha-1B adrenergic receptor inhibitor
trimipramine,Alpha-1B adrenergic receptor agonist
trimipramine,Alpha-1B adrenergic receptor antagonist
trimipramine,Alpha-1B adrenergic receptor binder
trimipramine,Dopamine D2 receptor inhibitor
trimipramine,Dopamine D2 receptor agonist
trimipramine,Dopamine D2 receptor antagonist
trimipramine,Dopamine D2 receptor other/unknown
trimipramine,Dopamine D2 receptor binder
trimipramine,Alpha-2B adrenergic receptor inhibitor
trimipramine,Alpha-2B adrenergic receptor agonist
trimipramine,Alpha-2B adrenergic receptor antagonist
trimipramine,Alpha-2B adrenergic receptor binder
trimipramine,Histamine H1 receptor inhibitor
trimipramine,Histamine H1 receptor agonist
trimipramine,Histamine H1 receptor antagonist
trimipramine,Histamine H1 receptor binder
trimipramine,5-hydroxytryptamine receptor 2C inhibitor
trimipramine,5-hydroxytryptamine receptor 2C agonist
trimipramine,5-hydroxytryptamine receptor 2C antagonist
trimipramine,5-hydroxytryptamine receptor 2C binder
trimipramine,5-hydroxytryptamine receptor 3A inhibitor
trimipramine,5-hydroxytryptamine receptor 3A agonist
trimipramine,5-hydroxytryptamine receptor 3A antagonist
trimipramine,5-hydroxytryptamine receptor 3A binder
trimipramine,5-hydroxytryptamine receptor 1D agonist
trimipramine,5-hydroxytryptamine receptor 1D antagonist
trimipramine,Alpha-2A adrenergic receptor inhibitor
trimipramine,Alpha-2A adrenergic receptor agonist
trimipramine,Alpha-2A adrenergic receptor antagonist
trimipramine,Alpha-2A adrenergic receptor binder
trimipramine,D(1) dopamine receptor inhibitor
trimipramine,D(1) dopamine receptor agonist
trimipramine,D(1) dopamine receptor antagonist
trimipramine,D(1) dopamine receptor binder
trimipramine,Beta adrenergic receptor inhibitor
trimipramine,Muscarinic acetylcholine receptor inhibitor
trimipramine,Muscarinic acetylcholine receptor antagonist
trimipramine,Muscarinic acetylcholine receptor binder
rocuronium,Neuronal acetylcholine receptor subunit alpha-2 antagonist
rocuronium,Muscarinic acetylcholine receptor M2 antagonist
rocuronium,5-hydroxytryptamine receptor 3A antagonist
risperidone,5-hydroxytryptamine receptor 2A antagonist
risperidone,Dopamine D2 receptor antagonist
risperidone,Alpha-1B adrenergic receptor antagonist
risperidone,Alpha-2B adrenergic receptor antagonist
risperidone,Alpha-1A adrenergic receptor antagonist
risperidone,Alpha-2C adrenergic receptor antagonist
risperidone,Histamine H1 receptor antagonist
risperidone,5-hydroxytryptamine receptor 2C antagonist
risperidone,5-hydroxytryptamine receptor 1D antagonist
risperidone,5-hydroxytryptamine receptor 1A antagonist
risperidone,5-hydroxytryptamine receptor 7 antagonist
risperidone,Dopamine D1 receptor antagonist
riluzole,Sodium channel protein type 5 subunit alpha inhibitor
modafinil,Sodium-dependent dopamine transporter inhibitor
modafinil,Alpha-1B adrenergic receptor inhibitor
scopolamine,Muscarinic acetylcholine receptor M1 antagonist
scopolamine,Muscarinic acetylcholine receptor M1 inhibitor
scopolamine,Muscarinic acetylcholine receptor M2 antagonist
scopolamine,Muscarinic acetylcholine receptor M2 inhibitor
scopolamine,Muscarinic acetylcholine receptor M3 antagonist
scopolamine,Muscarinic acetylcholine receptor M3 inhibitor
scopolamine,Muscarinic acetylcholine receptor M4 antagonist
scopolamine,Muscarinic acetylcholine receptor M4 inhibitor
scopolamine,Muscarinic acetylcholine receptor M5 antagonist
scopolamine,Muscarinic acetylcholine receptor M5 inhibitor
scopolamine,Neuronal acetylcholine receptor subunit alpha-4 antagonist
scopolamine,Neuronal acetylcholine receptor subunit alpha-4 inhibitor
carbinoxamine,Histamine H1 receptor antagonist
etodolac,Prostaglandin G/H synthase 2 inhibitor
etodolac,Prostaglandin G/H synthase 1 inhibitor
prilocaine,Sodium channel protein type 5 subunit alpha inhibitor
tranylcypromine,Amine oxidase [flavin-containing] B inhibitor
isoflurane,Gamma-aminobutyric acid receptor subunit alpha-1 agonist
isoflurane,Gamma-aminobutyric acid receptor subunit alpha-1 antagonist
isoflurane,Calmodulin inhibitor
isoflurane,Calmodulin antagonist
isoflurane,GABA(A) Receptor agonist
isoflurane,GABA(A) Receptor inhibitor
isoflurane,GABA(A) Receptor antagonist
isoflurane,Neuronal acetylcholine receptor subunit alpha-4 agonist
isoflurane,Neuronal acetylcholine receptor subunit alpha-4 inhibitor
isoflurane,Neuronal acetylcholine receptor subunit alpha-4 antagonist
dolasetron,5-hydroxytryptamine receptor 3A antagonist
etoposide,DNA topoisomerase 2-alpha inhibitor
phenelzine,Amine oxidase [flavin-containing] B inhibitor
propantheline,Muscarinic acetylcholine receptor M1 antagonist
estradiol,Estrogen receptor alpha agonist
estradiol,Estrogen receptor alpha inhibitor
estradiol,Estrogen receptor beta agonist
estradiol,Nuclear receptor subfamily 1 group I member 2 agonist
estradiol,Nuclear receptor subfamily 1 group I member 2 inhibitor
estradiol,Neuronal acetylcholine receptor subunit alpha-4 agonist
estradiol,Neuronal acetylcholine receptor subunit alpha-4 inhibitor
acyclovir,DNA polymerase catalytic subunit inhibitor
acyclovir,DNA polymerase catalytic subunit inhibitor
naproxen,Prostaglandin G/H synthase 1 inhibitor
naproxen,Prostaglandin G/H synthase 2 inhibitor
perindopril,Angiotensin-converting enzyme inhibitor
sulfasalazine,Prostaglandin G/H synthase 2 inhibitor
sulfasalazine,Prostaglandin G/H synthase 1 inhibitor
sulfasalazine,Peroxisome proliferator-activated receptor gamma inhibitor
sulfasalazine,Peroxisome proliferator-activated receptor gamma agonist
fenoldopam,Dopamine D5 receptor agonist
fenoldopam,Dopamine D5 receptor antagonist
fenoldopam,Dopamine D1 receptor agonist
fenoldopam,Dopamine D1 receptor antagonist
fenoldopam,Dopamine D1 receptor inhibitor
fenoldopam,Alpha-2B adrenergic receptor agonist
fenoldopam,Alpha-2B adrenergic receptor antagonist
fenoldopam,Alpha-2B adrenergic receptor inhibitor
fenoldopam,Alpha-2C adrenergic receptor agonist
fenoldopam,Alpha-2C adrenergic receptor antagonist
fenoldopam,Alpha-2C adrenergic receptor inhibitor
fenoldopam,Alpha-2A adrenergic receptor agonist
fenoldopam,Alpha-2A adrenergic receptor antagonist
fenoldopam,Alpha-2A adrenergic receptor inhibitor
fenoldopam,Alpha-1B adrenergic receptor agonist
fenoldopam,Alpha-1B adrenergic receptor antagonist
fenoldopam,Alpha-1B adrenergic receptor inhibitor
fenoldopam,Alpha-1D adrenergic receptor agonist
fenoldopam,Alpha-1D adrenergic receptor antagonist
fenoldopam,Alpha-1D adrenergic receptor inhibitor
fenoldopam,Alpha-1A adrenergic receptor agonist
fenoldopam,Alpha-1A adrenergic receptor antagonist
fenoldopam,Alpha-1A adrenergic receptor inhibitor
alfentanil,Mu-type opioid receptor agonist
dicyclomine,Muscarinic acetylcholine receptor M1 antagonist
dicyclomine,Muscarinic acetylcholine receptor M3 antagonist
dicyclomine,Muscarinic acetylcholine receptor M2 antagonist
pentoxifylline,Adenosine receptor A1 inhibitor
tropicamide,Muscarinic acetylcholine receptor M4 antagonist
tropicamide,Muscarinic acetylcholine receptor M3 antagonist
tropicamide,Muscarinic acetylcholine receptor M1 antagonist
tropicamide,Muscarinic acetylcholine receptor M2 antagonist
fentanyl,Mu-type opioid receptor agonist
fentanyl,Delta-type opioid receptor agonist
fentanyl,Kappa-type opioid receptor agonist
meloxicam,Prostaglandin G/H synthase 2 inhibitor
meloxicam,Prostaglandin G/H synthase 1 inhibitor
propofol,GABA(A) Receptor inhibitor
tadalafil,"cGMP-specific 3',5'-cyclic phosphodiesterase inhibitor"
diazepam,GABA(A) Receptor ligand
diazepam,GABA(A) Receptor Benzodiazepine Binding Site ligand
trifluoperazine,Dopamine D2 receptor antagonist
trifluoperazine,Dopamine D2 receptor inhibitor
trifluoperazine,Alpha-1A adrenergic receptor antagonist
trifluoperazine,Alpha-1A adrenergic receptor inhibitor
trifluoperazine,Calmodulin antagonist
trifluoperazine,Calmodulin inhibitor
dobutamine,Beta-1 adrenergic receptor agonist
dobutamine,Beta-2 adrenergic receptor agonist
dobutamine,Alpha-1 adrenergic receptors agonist
dobutamine,Estrogen receptor alpha agonist
donepezil,Acetylcholinesterase inhibitor
donepezil,5-hydroxytryptamine receptor 2A inhibitor
donepezil,Cholinesterase inhibitor
nalbuphine,Kappa-type opioid receptor agonist
nalbuphine,Kappa-type opioid receptor antagonist
nalbuphine,Mu-type opioid receptor agonist
nalbuphine,Mu-type opioid receptor antagonist
nalbuphine,Delta-type opioid receptor agonist
nalbuphine,Delta-type opioid receptor antagonist
perphenazine,Dopamine D2 receptor antagonist
perphenazine,Dopamine D2 receptor inhibitor
perphenazine,Dopamine D1 receptor antagonist
perphenazine,Dopamine D1 receptor inhibitor
perphenazine,Calmodulin antagonist
perphenazine,Calmodulin inhibitor
prednisolone,Glucocorticoid receptor agonist
vardenafil,"cGMP-specific 3',5'-cyclic phosphodiesterase inhibitor"
ranitidine,Histamine H2 receptor antagonist
ranitidine,Acetylcholinesterase inhibitor
benzphetamine,Synaptic vesicular amine transporter inhibitor
benzphetamine,Alpha-2A adrenergic receptor agonist
benzphetamine,Alpha-2A adrenergic receptor inhibitor
benzphetamine,Alpha-1A adrenergic receptor agonist
benzphetamine,Alpha-1A adrenergic receptor inhibitor
benzphetamine,Sodium-dependent dopamine transporter agonist
benzphetamine,Sodium-dependent dopamine transporter inhibitor
dorzolamide,Carbonic anhydrase 2 inhibitor
dorzolamide,Carbonic anhydrase 1 inhibitor
dorzolamide,Carbonic anhydrase 3 inhibitor
terbutaline,Beta-2 adrenergic receptor agonist
terbutaline,Beta-2 adrenergic receptor antagonist
terbutaline,Beta-3 adrenergic receptor agonist
terbutaline,Beta-3 adrenergic receptor antagonist
terbutaline,Beta-1 adrenergic receptor agonist
terbutaline,Beta-1 adrenergic receptor antagonist
eprosartan,Type-1 angiotensin II receptor antagonist
quinapril,Angiotensin-converting enzyme inhibitor
granisetron,5-hydroxytryptamine receptor 3A antagonist
triazolam,GABA(A) Receptor ligand
triazolam,GABA(A) Receptor Benzodiazepine Binding Site ligand
remifentanil,Mu-type opioid receptor agonist
remifentanil,Delta-type opioid receptor agonist
remifentanil,Kappa-type opioid receptor agonist
ondansetron,5-hydroxytryptamine receptor 3A antagonist
ondansetron,5-hydroxytryptamine receptor 3A agonist
ondansetron,Mu-type opioid receptor antagonist
ondansetron,Mu-type opioid receptor agonist
ondansetron,5-hydroxytryptamine receptor 1A antagonist
ondansetron,5-hydroxytryptamine receptor 1A agonist
ondansetron,5-hydroxytryptamine receptor 1A other/unknown
ondansetron,5-hydroxytryptamine receptor 1B antagonist
ondansetron,5-hydroxytryptamine receptor 1B agonist
quinidine,Sodium channel protein type 5 subunit alpha inhibitor
quinidine,Potassium voltage-gated channel subfamily H member 2 inhibitor
quinidine,Potassium voltage-gated channel subfamily H member 2 antagonist
quinidine,Alpha-1A adrenergic receptor inhibitor
quinidine,Alpha-1A adrenergic receptor antagonist
quinidine,Alpha-1B adrenergic receptor inhibitor
quinidine,Alpha-1B adrenergic receptor antagonist
quinidine,Alpha-1D adrenergic receptor inhibitor
quinidine,Alpha-1D adrenergic receptor antagonist
zonisamide,Sodium channel protein type 5 subunit alpha inhibitor
zonisamide,Carbonic anhydrase 1 inhibitor
zonisamide,Carbonic anhydrase 2 inhibitor
zonisamide,Carbonic anhydrase 3 inhibitor
zonisamide,Amine oxidase [flavin-containing] B inhibitor
repaglinide,Peroxisome proliferator-activated receptor gamma inhibitor
repaglinide,Peroxisome proliferator-activated receptor gamma agonist
