drug_name,target
ropinirole,lisuride
olanzapine,amoxapine
lisuride,iloperidone
cabergoline,aripiprazole
iloperidone,rotigotine
buspirone,quetiapine
ziprasidone,chlorpromazine
lisuride,paliperidone
clozapine,aripiprazole
chlorpromazine,bromocriptine
cabergoline,chlorpromazine
olanzapine,asenapine
amoxapine,iloperidone
bromocriptine,aripiprazole
ziprasidone,quetiapine
cabergoline,quetiapine
clozapine,chlorpromazine
chlorpromazine,paliperidone
ziprasidone,rotigotine
cabergoline,rotigotine
loxapine,quetiapine
olanzapine,buspirone
clozapine,quetiapine
bromocriptine,iloperidone
paliperidone,rotigotine
chlorpromazine,amoxapine
olanzapine,lisuride
clozapine,rotigotine
quetiapine,aripiprazole
ropinirole,chlorpromazine
buspirone,aripiprazole
chlorpromazine,asenapine
ropinirole,quetiapine
lisuride,bromocriptine
ziprasidone,olanzapine
aripiprazole,paliperidone
cabergoline,olanzapine
ropinirole,rotigotine
chlorpromazine,buspirone
amoxapine,bromocriptine
loxapine,aripiprazole
chlorpromazine,lisuride
quetiapine,rotigotine
ziprasidone,iloperidone
cabergoline,iloperidone
buspirone,rotigotine
paliperidone,iloperidone
loxapine,chlorpromazine
iloperidone,asenapine
amoxapine,paliperidone
aripiprazole,asenapine
ziprasidone,paliperidone
cabergoline,paliperidone
clozapine,iloperidone
olanzapine,quetiapine
ziprasidone,loxapine
lisuride,asenapine
cabergoline,loxapine
ropinirole,aripiprazole
ziprasidone,amoxapine
cabergoline,amoxapine
ropinirole,olanzapine
clozapine,paliperidone
loxapine,rotigotine
bromocriptine,paliperidone
ziprasidone,ropinirole
clozapine,loxapine
cabergoline,ropinirole
clozapine,amoxapine
amoxapine,asenapine
ziprasidone,asenapine
ropinirole,iloperidone
cabergoline,asenapine
buspirone,bromocriptine
clozapine,asenapine
quetiapine,iloperidone
bromocriptine,asenapine
buspirone,iloperidone
chlorpromazine,quetiapine
amoxapine,lisuride
olanzapine,aripiprazole
ziprasidone,lisuride
cabergoline,bromocriptine
cabergoline,lisuride
ziprasidone,lisuride
apomorphine,bromocriptine
ziprasidone,apomorphine
cabergoline,apomorphine
ziprasidone,rotigotine
fenoldopam,rotigotine
cabergoline,rotigotine
dopamine,rotigotine
ziprasidone,dopamine
ziprasidone,cabergoline
fenoldopam,dopamine
lisuride,fenoldopam
lisuride,pergolide
apomorphine,rotigotine
cabergoline,dopamine
bromocriptine,rotigotine
apomorphine,dopamine
pergolide,bromocriptine
lisuride,bromocriptine
pergolide,rotigotine
ziprasidone,fenoldopam
ziprasidone,pergolide
fenoldopam,pergolide
cabergoline,fenoldopam
cabergoline,pergolide
dopamine,pergolide
lisuride,apomorphine
lisuride,rotigotine
apomorphine,fenoldopam
apomorphine,pergolide
dopamine,bromocriptine
ziprasidone,bromocriptine
fenoldopam,bromocriptine
lisuride,dopamine
cabergoline,bromocriptine
cabergoline,lisuride
cabergoline,quetiapine
loxapine,chlorpromazine
chlorpromazine,rotigotine
zuclopenthixol,rotigotine
aripiprazole,zuclopenthixol
ziprasidone,rotigotine
olanzapine,chlorpromazine
loxapine,bromocriptine
fenoldopam,quetiapine
cabergoline,rotigotine
loxapine,quetiapine
fenoldopam,rotigotine
bromocriptine,quetiapine
olanzapine,bromocriptine
loxapine,lisuride
olanzapine,quetiapine
ziprasidone,loxapine
lisuride,aripiprazole
ziprasidone,cabergoline
cabergoline,loxapine
olanzapine,lisuride
lisuride,zuclopenthixol
lisuride,fenoldopam
quetiapine,rotigotine
bromocriptine,rotigotine
loxapine,rotigotine
quetiapine,aripiprazole
quetiapine,zuclopenthixol
olanzapine,rotigotine
olanzapine,loxapine
chlorpromazine,aripiprazole
chlorpromazine,zuclopenthixol
lisuride,bromocriptine
ziprasidone,aripiprazole
ziprasidone,zuclopenthixol
chlorpromazine,fenoldopam
lisuride,quetiapine
cabergoline,aripiprazole
cabergoline,zuclopenthixol
ziprasidone,fenoldopam
olanzapine,aripiprazole
fenoldopam,aripiprazole
fenoldopam,zuclopenthixol
cabergoline,fenoldopam
aripiprazole,rotigotine
ziprasidone,olanzapine
cabergoline,olanzapine
olanzapine,zuclopenthixol
lisuride,rotigotine
ziprasidone,chlorpromazine
bromocriptine,zuclopenthixol
chlorpromazine,bromocriptine
cabergoline,chlorpromazine
loxapine,aripiprazole
loxapine,zuclopenthixol
chlorpromazine,quetiapine
bromocriptine,aripiprazole
chlorpromazine,lisuride
loxapine,fenoldopam
ziprasidone,bromocriptine
fenoldopam,bromocriptine
ziprasidone,lisuride
cabergoline,bromocriptine
ziprasidone,quetiapine
olanzapine,fenoldopam
cabergoline,lisuride
melatonin,tibolone
ospemifene,bazedoxifene
progesterone,tibolone
dobutamine,danazol
testosterone,danazol
estramustine,ospemifene
danazol,tibolone
melatonin,bazedoxifene
estramustine,estriol
tamoxifen,tibolone
estradiol,estramustine
raloxifene,tibolone
progesterone,bazedoxifene
melatonin,ospemifene
progesterone,estramustine
dobutamine,tibolone
danazol,bazedoxifene
tamoxifen,lasofoxifene
tamoxifen,estradiol
ospemifene,tibolone
raloxifene,estradiol
danazol,ospemifene
estramustine,lasofoxifene
raloxifene,tamoxifen
ospemifene,lasofoxifene
dobutamine,bazedoxifene
testosterone,bazedoxifene
estrone,danazol
estradiol,tibolone
dobutamine,estramustine
testosterone,estramustine
tamoxifen,ospemifene
raloxifene,ospemifene
lasofoxifene,bazedoxifene
progesterone,estrone
melatonin,lasofoxifene
progesterone,melatonin
tamoxifen,estriol
progesterone,lasofoxifene
progesterone,estradiol
raloxifene,estriol
estradiol,bazedoxifene
danazol,lasofoxifene
raloxifene,estrone
progesterone,tamoxifen
testosterone,tibolone
estradiol,ospemifene
tamoxifen,melatonin
raloxifene,melatonin
lasofoxifene,tibolone
progesterone,ospemifene
estriol,tibolone
dobutamine,melatonin
raloxifene,lasofoxifene
dobutamine,lasofoxifene
testosterone,lasofoxifene
testosterone,estradiol
progesterone,dobutamine
melatonin,estriol
estrone,bazedoxifene
estradiol,estriol
estrone,estramustine
testosterone,tamoxifen
progesterone,estriol
estramustine,danazol
raloxifene,testosterone
danazol,estriol
estriol,bazedoxifene
estradiol,melatonin
testosterone,ospemifene
dobutamine,ospemifene
tamoxifen,dobutamine
raloxifene,dobutamine
estradiol,lasofoxifene
estriol,ospemifene
melatonin,danazol
dobutamine,estriol
testosterone,estriol
estrone,tibolone
testosterone,estrone
estrone,melatonin
estrone,lasofoxifene
estrone,estradiol
progesterone,testosterone
testosterone,melatonin
estradiol,dobutamine
estrone,tamoxifen
bazedoxifene,tibolone
estramustine,bazedoxifene
progesterone,raloxifene
tamoxifen,danazol
raloxifene,danazol
estriol,lasofoxifene
estrone,ospemifene
estrone,dobutamine
melatonin,estramustine
estrone,estriol
testosterone,dobutamine
estradiol,danazol
estramustine,tibolone
progesterone,danazol
tamoxifen,bazedoxifene
raloxifene,bazedoxifene
tamoxifen,estramustine
raloxifene,estramustine
melatonin,naloxone
ospemifene,lasofoxifene
bazedoxifene,tibolone
estramustine,bazedoxifene
melatonin,tibolone
naloxone,ospemifene
tamoxifen,ospemifene
ospemifene,bazedoxifene
progesterone,tibolone
lasofoxifene,bazedoxifene
progesterone,naloxone
estramustine,ospemifene
melatonin,lasofoxifene
progesterone,melatonin
naloxone,tibolone
melatonin,estramustine
progesterone,lasofoxifene
melatonin,bazedoxifene
tamoxifen,naloxone
tamoxifen,tibolone
progesterone,tamoxifen
progesterone,bazedoxifene
melatonin,ospemifene
progesterone,estramustine
estramustine,tibolone
naloxone,lasofoxifene
tamoxifen,melatonin
tamoxifen,lasofoxifene
ospemifene,tibolone
lasofoxifene,tibolone
progesterone,ospemifene
naloxone,bazedoxifene
naloxone,estramustine
tamoxifen,bazedoxifene
estramustine,lasofoxifene
tamoxifen,estramustine
melatonin,naloxone
tamoxifen,danazol
estradiol,naloxone
testosterone,tamoxifen
levonorgestrel,testosterone
progesterone,naloxone
testosterone,danazol
naloxone,danazol
levonorgestrel,progesterone
estradiol,melatonin
progesterone,melatonin
levonorgestrel,naloxone
progesterone,estradiol
tamoxifen,naloxone
melatonin,danazol
progesterone,tamoxifen
levonorgestrel,melatonin
estradiol,danazol
testosterone,naloxone
levonorgestrel,estradiol
progesterone,danazol
tamoxifen,melatonin
tamoxifen,estradiol
levonorgestrel,tamoxifen
progesterone,testosterone
testosterone,melatonin
levonorgestrel,danazol
testosterone,estradiol
estradiol,estriol
estramustine,bazedoxifene
progesterone,raloxifene
estrone,estramustine
progesterone,estriol
estriol,lasofoxifene
estrone,bazedoxifene
raloxifene,tamoxifen
lasofoxifene,bazedoxifene
progesterone,estrone
estriol,bazedoxifene
estradiol,lasofoxifene
tamoxifen,estriol
progesterone,lasofoxifene
progesterone,estradiol
raloxifene,estriol
estrone,estriol
estramustine,estriol
estradiol,estramustine
estradiol,bazedoxifene
raloxifene,estrone
progesterone,tamoxifen
progesterone,bazedoxifene
progesterone,estramustine
tamoxifen,lasofoxifene
tamoxifen,estradiol
raloxifene,estradiol
raloxifene,estramustine
estrone,lasofoxifene
estrone,estradiol
raloxifene,lasofoxifene
tamoxifen,bazedoxifene
estramustine,lasofoxifene
raloxifene,bazedoxifene
tamoxifen,estramustine
estrone,tamoxifen
isoflurane,memantine
lamotrigine,desflurane
memantine,desflurane
etomidate,lamotrigine
etomidate,memantine
etomidate,isoflurane
meprobamate,lamotrigine
meprobamate,memantine
meprobamate,isoflurane
lamotrigine,sevoflurane
memantine,sevoflurane
lamotrigine,memantine
isoflurane,desflurane
lamotrigine,isoflurane
desflurane,sevoflurane
etomidate,desflurane
etomidate,meprobamate
isoflurane,sevoflurane
meprobamate,desflurane
etomidate,sevoflurane
meprobamate,sevoflurane
isoflurane,memantine
lamotrigine,desflurane
memantine,desflurane
pentobarbital,desflurane
amoxapine,memantine
amoxapine,lamotrigine
lamotrigine,flumazenil
amoxapine,isoflurane
memantine,flumazenil
lamotrigine,sevoflurane
butabarbital,desflurane
pentobarbital,flumazenil
memantine,sevoflurane
pentobarbital,sevoflurane
butabarbital,flumazenil
desflurane,flumazenil
butabarbital,sevoflurane
lamotrigine,memantine
isoflurane,desflurane
lamotrigine,isoflurane
desflurane,sevoflurane
pentobarbital,lamotrigine
pentobarbital,memantine
pentobarbital,isoflurane
pentobarbital,amoxapine
amoxapine,desflurane
isoflurane,flumazenil
butabarbital,memantine
isoflurane,sevoflurane
butabarbital,lamotrigine
butabarbital,amoxapine
amoxapine,flumazenil
butabarbital,isoflurane
butabarbital,pentobarbital
amoxapine,sevoflurane
flumazenil,sevoflurane
isoflurane,memantine
phenytoin,lamotrigine
phenytoin,amoxapine
phenytoin,memantine
phenytoin,isoflurane
lamotrigine,desflurane
memantine,desflurane
butabarbital,propofol
amoxapine,lamotrigine
amoxapine,memantine
butabarbital,phenytoin
amoxapine,isoflurane
propofol,desflurane
lamotrigine,sevoflurane
butabarbital,desflurane
memantine,sevoflurane
propofol,sevoflurane
phenytoin,propofol
isoflurane,propofol
butabarbital,sevoflurane
amoxapine,propofol
lamotrigine,memantine
isoflurane,desflurane
lamotrigine,isoflurane
desflurane,sevoflurane
phenytoin,desflurane
propofol,memantine
amoxapine,desflurane
butabarbital,memantine
isoflurane,sevoflurane
phenytoin,sevoflurane
butabarbital,lamotrigine
butabarbital,amoxapine
butabarbital,isoflurane
amoxapine,sevoflurane
lamotrigine,propofol
topiramate,zolpidem
etomidate,zolpidem
meprobamate,zolpidem
etomidate,isoflurane
topiramate,isoflurane
meprobamate,isoflurane
topiramate,etomidate
zolpidem,zopiclone
zolpidem,sevoflurane
isoflurane,zopiclone
topiramate,meprobamate
etomidate,meprobamate
isoflurane,sevoflurane
etomidate,zopiclone
topiramate,zopiclone
etomidate,sevoflurane
zopiclone,sevoflurane
topiramate,sevoflurane
meprobamate,zopiclone
meprobamate,sevoflurane
zolpidem,isoflurane
topiramate,methohexital
isoflurane,amobarbital
pentobarbital,phenobarbital
topiramate,isoflurane
amoxapine,isoflurane
phenobarbital,flumazenil
topiramate,pentobarbital
topiramate,amoxapine
sevoflurane,amobarbital
secobarbital,phenobarbital
topiramate,amobarbital
pentobarbital,flumazenil
amoxapine,amobarbital
phenobarbital,sevoflurane
flumazenil,amobarbital
pentobarbital,sevoflurane
secobarbital,flumazenil
methohexital,phenobarbital
topiramate,secobarbital
methohexital,flumazenil
secobarbital,sevoflurane
methohexital,sevoflurane
pentobarbital,methohexital
secobarbital,methohexital
isoflurane,phenobarbital
pentobarbital,isoflurane
pentobarbital,amoxapine
phenobarbital,amobarbital
amoxapine,phenobarbital
secobarbital,isoflurane
topiramate,phenobarbital
isoflurane,flumazenil
secobarbital,amoxapine
pentobarbital,amobarbital
isoflurane,sevoflurane
methohexital,isoflurane
topiramate,flumazenil
secobarbital,amobarbital
amoxapine,flumazenil
methohexital,amoxapine
pentobarbital,secobarbital
topiramate,sevoflurane
methohexital,amobarbital
amoxapine,sevoflurane
flumazenil,sevoflurane
phenobarbital,zopiclone
pentobarbital,zaleplon
pentobarbital,amobarbital
pentobarbital,zopiclone
secobarbital,phenobarbital
zaleplon,zopiclone
zopiclone,amobarbital
secobarbital,amobarbital
secobarbital,zaleplon
secobarbital,zopiclone
pentobarbital,secobarbital
pentobarbital,phenobarbital
zaleplon,phenobarbital
phenobarbital,amobarbital
zaleplon,amobarbital
triamcinolone,prednisolone
triamcinolone,budesonide
prednisone,drospirenone
prednisolone,methylprednisolone
prednisolone,dexamethasone
flunisolide,methylprednisolone
flunisolide,dexamethasone
norethisterone,methylprednisolone
triamcinolone,drospirenone
norethisterone,dexamethasone
fludrocortisone,norethisterone
triamcinolone,prednisone
flunisolide,fludrocortisone
progesterone,methylprednisolone
progesterone,dexamethasone
flunisolide,prednisolone
prednisolone,budesonide
flunisolide,budesonide
norethisterone,prednisolone
prednisone,norethisterone
progesterone,fludrocortisone
prednisolone,drospirenone
norethisterone,budesonide
budesonide,dexamethasone
progesterone,prednisolone
flunisolide,drospirenone
progesterone,budesonide
norethisterone,drospirenone
triamcinolone,norethisterone
fludrocortisone,methylprednisolone
fludrocortisone,dexamethasone
flunisolide,prednisone
progesterone,drospirenone
flunisolide,triamcinolone
methylprednisolone,dexamethasone
fludrocortisone,prednisolone
prednisone,methylprednisolone
progesterone,prednisone
budesonide,drospirenone
fludrocortisone,budesonide
prednisone,dexamethasone
progesterone,triamcinolone
prednisone,fludrocortisone
triamcinolone,methylprednisolone
flunisolide,norethisterone
fludrocortisone,drospirenone
methylprednisolone,budesonide
flunisolide,progesterone
triamcinolone,dexamethasone
dexamethasone,drospirenone
prednisone,prednisolone
triamcinolone,fludrocortisone
methylprednisolone,drospirenone
prednisone,budesonide
progesterone,norethisterone
paliperidone,betahistine
histamine,betahistine
amitriptyline,histamine
amitriptyline,lamotrigine
lamotrigine,paroxetine
paroxetine,mianserin
ziprasidone,paliperidone
ziprasidone,mianserin
paroxetine,paliperidone
ziprasidone,amitriptyline
mirtazapine,paliperidone
amitriptyline,trazodone
mirtazapine,mianserin
lamotrigine,trimipramine
lamotrigine,betahistine
paroxetine,histamine
ziprasidone,histamine
ziprasidone,lamotrigine
mirtazapine,lamotrigine
paliperidone,mianserin
histamine,mianserin
mianserin,betahistine
mirtazapine,histamine
paliperidone,histamine
ziprasidone,trazodone
lamotrigine,mianserin
mirtazapine,trazodone
trimipramine,betahistine
trazodone,paroxetine
lamotrigine,paliperidone
amitriptyline,paroxetine
lamotrigine,histamine
trazodone,betahistine
trazodone,histamine
trazodone,trimipramine
amitriptyline,betahistine
amitriptyline,mirtazapine
paroxetine,trimipramine
amitriptyline,trimipramine
trimipramine,paliperidone
ziprasidone,paroxetine
lamotrigine,trazodone
trimipramine,mianserin
mirtazapine,paroxetine
trazodone,mianserin
trimipramine,histamine
ziprasidone,betahistine
trazodone,paliperidone
ziprasidone,trimipramine
ziprasidone,mirtazapine
amitriptyline,paliperidone
amitriptyline,mianserin
paroxetine,betahistine
mirtazapine,betahistine
mirtazapine,trimipramine
ziprasidone,maprotiline
risperidone,fexofenadine
olanzapine,risperidone
olanzapine,emedastine
chlorpromazine,diphenhydramine
amitriptyline,lamotrigine
cetirizine,quetiapine
loxapine,imipramine
clozapine,imipramine
promethazine,emedastine
haloperidol,betahistine
azelastine,betahistine
haloperidol,trimipramine
imipramine,lamotrigine
risperidone,paliperidone
mirtazapine,diphenhydramine
zuclopenthixol,mianserin
loxapine,iloperidone
chlorpromazine,desloratadine
clemastine,prochlorperazine
amoxapine,doxepin
loxapine,fexofenadine
clozapine,fexofenadine
trimipramine,risperidone
clemastine,mianserin
loxapine,paliperidone
cyproheptadine,quetiapine
trimipramine,betahistine
dimenhydrinate,cyclizine
chlorpromazine,aripiprazole
chlorpromazine,nortriptyline
amitriptyline,imipramine
nortriptyline,cyclizine
prochlorperazine,amoxapine
chlorpromazine,risperidone
mirtazapine,aripiprazole
chlorpromazine,emedastine
desipramine,betahistine
iloperidone,mianserin
prochlorperazine,trazodone
mirtazapine,emedastine
clemastine,zuclopenthixol
amitriptyline,fexofenadine
imipramine,iloperidone
amoxapine,quetiapine
carbinoxamine,zuclopenthixol
prochlorperazine,asenapine
clemastine,carbinoxamine
loratadine,amoxapine
clemastine,chlorpheniramine
maprotiline,asenapine
cetirizine,iloperidone
loratadine,trazodone
amitriptyline,loxapine
imipramine,paliperidone
ziprasidone,desipramine
loratadine,asenapine
dimenhydrinate,promethazine
paliperidone,mianserin
clozapine,prochlorperazine
doxepin,asenapine
trazodone,asenapine
clozapine,mianserin
prochlorperazine,maprotiline
nortriptyline,promethazine
lamotrigine,fexofenadine
olanzapine,clozapine
fexofenadine,cyclizine
olanzapine,cetirizine
lamotrigine,paliperidone
cyproheptadine,haloperidol
haloperidol,doxepin
azelastine,doxepin
cyproheptadine,azelastine
clemastine,cyproheptadine
clemastine,desloratadine
ziprasidone,dimenhydrinate
loratadine,maprotiline
paliperidone,zuclopenthixol
diphenhydramine,mianserin
trazodone,maprotiline
ziprasidone,chlorpromazine
amitriptyline,prochlorperazine
clozapine,zuclopenthixol
dimenhydrinate,mianserin
risperidone,orphenadrine
zuclopenthixol,betahistine
amoxapine,iloperidone
trimipramine,doxepin
clemastine,olanzapine
clemastine,nortriptyline
amitriptyline,mianserin
clozapine,carbinoxamine
clozapine,chlorpheniramine
ziprasidone,quetiapine
quetiapine,mianserin
clemastine,risperidone
amoxapine,azelastine
cetirizine,mirtazapine
risperidone,diphenhydramine
azelastine,cyclizine
clemastine,betahistine
olanzapine,cyclizine
clemastine,trimipramine
loxapine,orphenadrine
haloperidol,quetiapine
clozapine,orphenadrine
diphenhydramine,zuclopenthixol
carbinoxamine,betahistine
fexofenadine,promethazine
desloratadine,doxepin
ziprasidone,amitriptyline
dimenhydrinate,zuclopenthixol
diphenhydramine,chlorpheniramine
chlorpheniramine,asenapine
loxapine,diphenhydramine
clozapine,diphenhydramine
amitriptyline,zuclopenthixol
quetiapine,zuclopenthixol
iloperidone,betahistine
trimipramine,cyclizine
desloratadine,dimenhydrinate
lamotrigine,mianserin
emedastine,asenapine
prochlorperazine,desipramine
diphenhydramine,orphenadrine
amitriptyline,carbinoxamine
amitriptyline,chlorpheniramine
cetirizine,trazodone
clozapine,cyproheptadine
clozapine,desloratadine
risperidone,aripiprazole
maprotiline,desipramine
fexofenadine,azelastine
desipramine,quetiapine
cetirizine,asenapine
amitriptyline,orphenadrine
risperidone,emedastine
chlorpromazine,cyclizine
loratadine,desipramine
desloratadine,quetiapine
imipramine,orphenadrine
cyproheptadine,amoxapine
azelastine,promethazine
trazodone,desipramine
doxepin,desipramine
olanzapine,promethazine
loxapine,aripiprazole
lamotrigine,zuclopenthixol
amitriptyline,diphenhydramine
mirtazapine,imipramine
clozapine,nortriptyline
cyproheptadine,trazodone
ziprasidone,iloperidone
loxapine,risperidone
clozapine,risperidone
loxapine,emedastine
prochlorperazine,dimenhydrinate
imipramine,diphenhydramine
lamotrigine,carbinoxamine
lamotrigine,chlorpheniramine
cyproheptadine,asenapine
clozapine,betahistine
amitriptyline,cyproheptadine
amitriptyline,desloratadine
maprotiline,dimenhydrinate
ziprasidone,paliperidone
cetirizine,maprotiline
mirtazapine,fexofenadine
prochlorperazine,chlorpromazine
amitriptyline,cetirizine
trimipramine,promethazine
orphenadrine,quetiapine
lamotrigine,orphenadrine
ziprasidone,loxapine
clemastine,loratadine
haloperidol,azelastine
loratadine,dimenhydrinate
trazodone,dimenhydrinate
clemastine,clozapine
olanzapine,prochlorperazine
amoxapine,trazodone
lamotrigine,diphenhydramine
diphenhydramine,betahistine
loratadine,chlorpromazine
maprotiline,quetiapine
amitriptyline,olanzapine
amitriptyline,nortriptyline
chlorpromazine,promethazine
promethazine,mianserin
imipramine,aripiprazole
clemastine,doxepin
amitriptyline,risperidone
amitriptyline,emedastine
cyproheptadine,maprotiline
amoxapine,asenapine
dimenhydrinate,betahistine
prochlorperazine,lamotrigine
trimipramine,azelastine
mirtazapine,promethazine
carbinoxamine,doxepin
imipramine,emedastine
lamotrigine,desloratadine
amitriptyline,betahistine
desipramine,iloperidone
quetiapine,betahistine
doxepin,quetiapine
trimipramine,desloratadine
nortriptyline,betahistine
nortriptyline,trimipramine
desloratadine,iloperidone
loratadine,lamotrigine
chlorpheniramine,desipramine
ziprasidone,mirtazapine
olanzapine,zuclopenthixol
lamotrigine,aripiprazole
promethazine,zuclopenthixol
amoxapine,maprotiline
emedastine,desipramine
lamotrigine,risperidone
lamotrigine,emedastine
clemastine,cyclizine
promethazine,chlorpheniramine
mirtazapine,prochlorperazine
clemastine,quetiapine
prochlorperazine,imipramine
orphenadrine,iloperidone
carbinoxamine,quetiapine
mirtazapine,mianserin
clozapine,loratadine
cetirizine,desipramine
promethazine,orphenadrine
prochlorperazine,iloperidone
orphenadrine,paliperidone
prochlorperazine,fexofenadine
loratadine,imipramine
maprotiline,iloperidone
promethazine,diphenhydramine
haloperidol,amoxapine
prochlorperazine,paliperidone
clozapine,doxepin
chlorpromazine,zuclopenthixol
loratadine,iloperidone
haloperidol,trazodone
cyproheptadine,desipramine
maprotiline,paliperidone
mirtazapine,zuclopenthixol
doxepin,iloperidone
chlorpheniramine,quetiapine
trazodone,fexofenadine
mirtazapine,carbinoxamine
haloperidol,asenapine
azelastine,asenapine
mirtazapine,chlorpheniramine
loratadine,paliperidone
doxepin,paliperidone
trazodone,paliperidone
amitriptyline,clozapine
dimenhydrinate,doxepin
clozapine,cyclizine
amoxapine,desipramine
trimipramine,asenapine
nortriptyline,doxepin
cyproheptadine,dimenhydrinate
clemastine,haloperidol
olanzapine,betahistine
olanzapine,trimipramine
clemastine,azelastine
haloperidol,maprotiline
promethazine,betahistine
carbinoxamine,azelastine
desipramine,asenapine
cyproheptadine,chlorpromazine
cetirizine,lamotrigine
diphenhydramine,cyclizine
mirtazapine,cyproheptadine
mirtazapine,desloratadine
desloratadine,asenapine
aripiprazole,iloperidone
risperidone,promethazine
amoxapine,dimenhydrinate
ziprasidone,aripiprazole
dimenhydrinate,quetiapine
amitriptyline,cyclizine
ziprasidone,emedastine
chlorpheniramine,iloperidone
cyproheptadine,lamotrigine
nortriptyline,quetiapine
mirtazapine,nortriptyline
loxapine,promethazine
clozapine,promethazine
mirtazapine,risperidone
orphenadrine,asenapine
chlorpromazine,betahistine
trazodone,mianserin
chlorpromazine,trimipramine
emedastine,iloperidone
chlorpheniramine,paliperidone
cetirizine,imipramine
mirtazapine,betahistine
fexofenadine,doxepin
mirtazapine,trimipramine
imipramine,fexofenadine
prochlorperazine,chlorpheniramine
emedastine,paliperidone
lamotrigine,cyclizine
risperidone,mianserin
cetirizine,fexofenadine
clozapine,haloperidol
amoxapine,lamotrigine
fexofenadine,dimenhydrinate
clozapine,azelastine
prochlorperazine,orphenadrine
trazodone,zuclopenthixol
cetirizine,paliperidone
loxapine,prochlorperazine
haloperidol,desipramine
olanzapine,loratadine
cyproheptadine,imipramine
azelastine,desipramine
amitriptyline,promethazine
cetirizine,loxapine
trazodone,carbinoxamine
desloratadine,aripiprazole
loxapine,mianserin
trazodone,chlorpheniramine
cyclizine,quetiapine
prochlorperazine,diphenhydramine
imipramine,promethazine
clemastine,amoxapine
cyproheptadine,iloperidone
loratadine,orphenadrine
zuclopenthixol,asenapine
fexofenadine,quetiapine
cyproheptadine,fexofenadine
risperidone,zuclopenthixol
trazodone,orphenadrine
clemastine,trazodone
olanzapine,doxepin
promethazine,doxepin
prochlorperazine,desloratadine
cyproheptadine,paliperidone
trimipramine,desipramine
risperidone,carbinoxamine
risperidone,chlorpheniramine
loratadine,diphenhydramine
amitriptyline,haloperidol
nortriptyline,iloperidone
clemastine,asenapine
amitriptyline,azelastine
orphenadrine,aripiprazole
trazodone,diphenhydramine
carbinoxamine,asenapine
haloperidol,dimenhydrinate
loxapine,zuclopenthixol
nortriptyline,azelastine
azelastine,dimenhydrinate
lamotrigine,promethazine
desloratadine,desipramine
loxapine,carbinoxamine
prochlorperazine,aripiprazole
loxapine,chlorpheniramine
amoxapine,fexofenadine
prochlorperazine,nortriptyline
trazodone,desloratadine
prochlorperazine,risperidone
mirtazapine,loratadine
prochlorperazine,emedastine
imipramine,mianserin
maprotiline,aripiprazole
iloperidone,asenapine
amoxapine,paliperidone
aripiprazole,asenapine
cetirizine,prochlorperazine
ziprasidone,cetirizine
azelastine,quetiapine
maprotiline,emedastine
trimipramine,dimenhydrinate
promethazine,cyclizine
clemastine,maprotiline
olanzapine,quetiapine
cetirizine,mianserin
loratadine,aripiprazole
chlorpromazine,doxepin
ziprasidone,lamotrigine
carbinoxamine,maprotiline
doxepin,aripiprazole
trazodone,aripiprazole
risperidone,desloratadine
loratadine,emedastine
mirtazapine,doxepin
trazodone,risperidone
haloperidol,lamotrigine
trazodone,emedastine
cyclizine,iloperidone
clozapine,amoxapine
imipramine,zuclopenthixol
fexofenadine,iloperidone
trimipramine,quetiapine
trazodone,betahistine
emedastine,chlorpheniramine
loxapine,cyproheptadine
loxapine,desloratadine
clozapine,trazodone
imipramine,carbinoxamine
imipramine,chlorpheniramine
cetirizine,zuclopenthixol
clozapine,asenapine
emedastine,orphenadrine
cetirizine,carbinoxamine
cetirizine,chlorpheniramine
ziprasidone,imipramine
chlorpromazine,quetiapine
risperidone,betahistine
mirtazapine,cyclizine
loxapine,nortriptyline
mirtazapine,quetiapine
cetirizine,orphenadrine
paliperidone,betahistine
amitriptyline,amoxapine
amoxapine,mianserin
ziprasidone,fexofenadine
nortriptyline,amoxapine
loxapine,betahistine
loxapine,trimipramine
clozapine,trimipramine
haloperidol,iloperidone
azelastine,iloperidone
cyproheptadine,chlorpheniramine
olanzapine,iloperidone
cetirizine,diphenhydramine
dimenhydrinate,asenapine
nortriptyline,trazodone
haloperidol,fexofenadine
imipramine,desloratadine
olanzapine,haloperidol
clemastine,desipramine
olanzapine,azelastine
quetiapine,asenapine
haloperidol,paliperidone
carbinoxamine,desipramine
azelastine,paliperidone
nortriptyline,asenapine
cyproheptadine,orphenadrine
chlorpheniramine,aripiprazole
cetirizine,cyproheptadine
cetirizine,desloratadine
emedastine,aripiprazole
amoxapine,zuclopenthixol
trimipramine,iloperidone
cyproheptadine,diphenhydramine
imipramine,nortriptyline
amoxapine,carbinoxamine
amoxapine,chlorpheniramine
imipramine,risperidone
amitriptyline,trimipramine
trimipramine,paliperidone
cetirizine,aripiprazole
cetirizine,nortriptyline
imipramine,betahistine
imipramine,trimipramine
cyproheptadine,desloratadine
clemastine,dimenhydrinate
cetirizine,risperidone
cetirizine,emedastine
chlorpromazine,iloperidone
nortriptyline,maprotiline
amoxapine,orphenadrine
carbinoxamine,dimenhydrinate
desipramine,paliperidone
chlorpromazine,haloperidol
chlorpromazine,azelastine
cetirizine,betahistine
desloratadine,paliperidone
clemastine,chlorpromazine
